BARCODE,ARR_DESIGN,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,MATERIAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SPECIES,EXP_TEST_TYPE,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
003017173026,Rat230_2,0326,04,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017173027,Rat230_2,0326,04,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017173028,Rat230_2,0326,04,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017155017,Rat230_2,0326,05,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low
003017155018,Rat230_2,0326,05,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low
003017155019,Rat230_2,0326,05,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Low
003017155029,Rat230_2,0326,06,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low
003017155030,Rat230_2,0326,06,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low
003017156001,Rat230_2,0326,06,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Low
003017173017,Rat230_2,0326,07,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low
003017247021,Rat230_2,0326,07,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low
003017173018,Rat230_2,0326,07,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Low
003017173029,Rat230_2,0326,08,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low
003017173030,Rat230_2,0326,08,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low
003017174001,Rat230_2,0326,08,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Low
003017155020,Rat230_2,0326,09,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle
003017155021,Rat230_2,0326,09,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle
003017155022,Rat230_2,0326,09,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,Middle
003017156002,Rat230_2,0326,10,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle
003017156003,Rat230_2,0326,10,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle
003017156004,Rat230_2,0326,10,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,Middle
003017173020,Rat230_2,0326,11,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle
003017173021,Rat230_2,0326,11,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle
003017173022,Rat230_2,0326,11,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,Middle
003017174002,Rat230_2,0326,12,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle
003017174003,Rat230_2,0326,12,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle
003017174004,Rat230_2,0326,12,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,Middle
003017155023,Rat230_2,0326,13,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High
003017155024,Rat230_2,0326,13,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High
003017155025,Rat230_2,0326,13,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,100,mg/kg,High
003017156005,Rat230_2,0326,14,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High
003017156006,Rat230_2,0326,14,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High
003017156007,Rat230_2,0326,14,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,100,mg/kg,High
003017173023,Rat230_2,0326,15,1,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High
003017173024,Rat230_2,0326,15,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High
003017173025,Rat230_2,0326,15,4,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,100,mg/kg,High
003017174005,Rat230_2,0326,16,2,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High
003017174006,Rat230_2,0326,16,3,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High
003017174007,Rat230_2,0326,16,5,Liver,A,nitrofurazone,NFZ,00065,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,100,mg/kg,High
003017138030,Rat230_2,0345,01,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017139025,Rat230_2,0345,01,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017139026,Rat230_2,0345,01,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017130012,Rat230_2,0345,02,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017130013,Rat230_2,0345,02,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017130014,Rat230_2,0345,02,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017119030,Rat230_2,0345,03,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017120001,Rat230_2,0345,03,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017120002,Rat230_2,0345,03,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017120012,Rat230_2,0345,04,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017120013,Rat230_2,0345,04,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017120014,Rat230_2,0345,04,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017139027,Rat230_2,0345,05,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Low
003017139028,Rat230_2,0345,05,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Low
003017139029,Rat230_2,0345,05,4,Liver,B,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,60,mg/kg,Low
003017130015,Rat230_2,0345,06,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Low
003017130016,Rat230_2,0345,06,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Low
003017130017,Rat230_2,0345,06,5,Liver,B,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,60,mg/kg,Low
003017120003,Rat230_2,0345,07,2,Liver,C,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Low
003017120004,Rat230_2,0345,07,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Low
003017120005,Rat230_2,0345,07,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,60,mg/kg,Low
003017120015,Rat230_2,0345,08,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Low
003017120016,Rat230_2,0345,08,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Low
003017120017,Rat230_2,0345,08,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,60,mg/kg,Low
003017139030,Rat230_2,0345,09,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,200,mg/kg,Middle
003017140001,Rat230_2,0345,09,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,200,mg/kg,Middle
003017140002,Rat230_2,0345,09,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,200,mg/kg,Middle
003017130018,Rat230_2,0345,10,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,200,mg/kg,Middle
003017130019,Rat230_2,0345,10,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,200,mg/kg,Middle
003017130020,Rat230_2,0345,10,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,200,mg/kg,Middle
003017120006,Rat230_2,0345,11,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,200,mg/kg,Middle
003017120007,Rat230_2,0345,11,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,200,mg/kg,Middle
003017120008,Rat230_2,0345,11,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,200,mg/kg,Middle
003017120018,Rat230_2,0345,12,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,200,mg/kg,Middle
003017120019,Rat230_2,0345,12,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,200,mg/kg,Middle
003017120020,Rat230_2,0345,12,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,200,mg/kg,Middle
003017140003,Rat230_2,0345,13,2,Liver,C,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017140004,Rat230_2,0345,13,4,Liver,C,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017140005,Rat230_2,0345,13,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,400,mg/kg,High
003017130021,Rat230_2,0345,14,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017130022,Rat230_2,0345,14,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017130023,Rat230_2,0345,14,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,400,mg/kg,High
003017120009,Rat230_2,0345,15,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017120010,Rat230_2,0345,15,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017120011,Rat230_2,0345,15,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,400,mg/kg,High
003017120021,Rat230_2,0345,16,2,Liver,B,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017120022,Rat230_2,0345,16,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017120023,Rat230_2,0345,16,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,400,mg/kg,High
003017142007,Rat230_2,0346,01,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017142008,Rat230_2,0346,01,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017142009,Rat230_2,0346,01,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
003017142019,Rat230_2,0346,02,3,Liver,B,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017142020,Rat230_2,0346,02,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017142021,Rat230_2,0346,02,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
003017140020,Rat230_2,0346,03,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017140021,Rat230_2,0346,03,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017140022,Rat230_2,0346,03,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
003017152020,Rat230_2,0346,04,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017152021,Rat230_2,0346,04,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017152022,Rat230_2,0346,04,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
003017142010,Rat230_2,0346,05,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,20,mg/kg,Low
003017142011,Rat230_2,0346,05,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,20,mg/kg,Low
003017142012,Rat230_2,0346,05,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,20,mg/kg,Low
003017142022,Rat230_2,0346,06,1,Liver,C,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,20,mg/kg,Low
003017142023,Rat230_2,0346,06,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,20,mg/kg,Low
003017142024,Rat230_2,0346,06,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,20,mg/kg,Low
003017140023,Rat230_2,0346,07,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,20,mg/kg,Low
003017140024,Rat230_2,0346,07,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,20,mg/kg,Low
003017140025,Rat230_2,0346,07,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,20,mg/kg,Low
003017152023,Rat230_2,0346,08,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,20,mg/kg,Low
003017152024,Rat230_2,0346,08,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,20,mg/kg,Low
003017152025,Rat230_2,0346,08,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,20,mg/kg,Low
003017142013,Rat230_2,0346,09,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,60,mg/kg,Middle
003017142014,Rat230_2,0346,09,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,60,mg/kg,Middle
003017142015,Rat230_2,0346,09,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,60,mg/kg,Middle
003017142025,Rat230_2,0346,10,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,60,mg/kg,Middle
003017142026,Rat230_2,0346,10,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,60,mg/kg,Middle
003017142027,Rat230_2,0346,10,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,60,mg/kg,Middle
003017140026,Rat230_2,0346,11,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,60,mg/kg,Middle
003017140027,Rat230_2,0346,11,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,60,mg/kg,Middle
003017140028,Rat230_2,0346,11,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,60,mg/kg,Middle
003017152026,Rat230_2,0346,12,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,60,mg/kg,Middle
003017152027,Rat230_2,0346,12,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,60,mg/kg,Middle
003017152028,Rat230_2,0346,12,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,60,mg/kg,Middle
003017142016,Rat230_2,0346,13,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,200,mg/kg,High
003017142017,Rat230_2,0346,13,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,200,mg/kg,High
003017142018,Rat230_2,0346,13,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,200,mg/kg,High
003017142028,Rat230_2,0346,14,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,200,mg/kg,High
003017142029,Rat230_2,0346,14,4,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,200,mg/kg,High
003017142030,Rat230_2,0346,14,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,200,mg/kg,High
003017140029,Rat230_2,0346,15,1,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,200,mg/kg,High
003017140030,Rat230_2,0346,15,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,200,mg/kg,High
003017142001,Rat230_2,0346,15,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,200,mg/kg,High
003017152029,Rat230_2,0346,16,2,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,200,mg/kg,High
003017152030,Rat230_2,0346,16,3,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,200,mg/kg,High
003017153001,Rat230_2,0346,16,5,Liver,A,ibuprofen,IBU,00072,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,200,mg/kg,High
003017163030,Rat230_2,0347,01,3,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017164001,Rat230_2,0347,01,4,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017164002,Rat230_2,0347,01,5,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
003017164012,Rat230_2,0347,02,1,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017164013,Rat230_2,0347,02,3,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017164014,Rat230_2,0347,02,5,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
003017164024,Rat230_2,0347,03,2,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017164025,Rat230_2,0347,03,4,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017164026,Rat230_2,0347,03,5,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
003017165006,Rat230_2,0347,04,1,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017165007,Rat230_2,0347,04,4,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017165008,Rat230_2,0347,04,5,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
003017164003,Rat230_2,0347,05,2,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low
003017164004,Rat230_2,0347,05,4,Liver,A,naproxen,NPX,00073,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,20,mg/kg,Low
